date,work,wage,sum
2000-04-01,4.045,4.42,8.465
2000-07-01,4.14,4.785,8.925
2000-10-01,2.99,4.095,7.085
2001-01-01,0.8800000000000004,4.3774999999999995,5.2575
2001-04-01,0.2825000000000005,4.0775,4.36
2001-07-01,-0.8074999999999994,2.905,2.0975
2001-10-01,-1.1649999999999996,2.8024999999999998,1.6375000000000002
2002-01-01,-1.5224999999999995,1.7025000000000001,0.1800000000000006
2002-04-01,-0.9224999999999995,2.4,1.4775000000000005
2002-07-01,0.3300000000000003,1.8725,2.2025000000000006
2002-10-01,0.0925000000000003,2.4925,2.5850000000000004
2003-01-01,0.8625000000000003,1.6575,2.5200000000000005
2003-04-01,1.2000000000000002,1.72,2.92
2003-07-01,0.9375000000000003,2.925,3.8625000000000003
2003-10-01,2.0425000000000004,2.925,4.9675
2004-01-01,1.7425000000000004,3.5475000000000003,5.290000000000001
2004-04-01,1.5875000000000004,4.154999999999999,5.7425
2004-07-01,2.1075000000000004,4.327500000000001,6.4350000000000005
2004-10-01,2.1075000000000004,3.5249999999999995,5.6325
2005-01-01,2.0550000000000006,3.8499999999999996,5.905
2005-04-01,2.615,2.455,5.07
2005-07-01,2.9975000000000005,1.695,4.692500000000001
2005-10-01,2.6100000000000003,2.425,5.035
2006-01-01,3.335,3.2275,6.5625
2006-04-01,3.225,2.8325,6.0575
2006-07-01,2.6725000000000003,2.4825,5.155
2006-10-01,2.9625000000000004,2.8150000000000004,5.777500000000001
2007-01-01,2.455,3.3625,5.8175
2007-04-01,1.8575000000000004,3.8075,5.665000000000001
2007-07-01,1.4450000000000003,3.9250000000000003,5.370000000000001
2007-10-01,1.5100000000000002,3.1825,4.692500000000001
2008-01-01,0.7325000000000003,2.4675000000000002,3.2000000000000006
2008-04-01,0.1525000000000003,2.54,2.6925000000000003
2008-07-01,-0.45499999999999974,2.875,2.4200000000000004
2008-10-01,-2.37,3.2125,0.8424999999999998
2009-01-01,-4.772499999999999,0.9625000000000001,-3.8099999999999987
2009-04-01,-5.584999999999999,2.185,-3.399999999999999
2009-07-01,-5.21,1.3675000000000002,-3.8425
2009-10-01,-5.142499999999999,2.345,-2.797499999999999
2010-01-01,-2.5024999999999995,2.9975,0.49500000000000055
2010-04-01,0.2700000000000007,1.7075,1.9775000000000007
2010-07-01,0.4650000000000007,2.63,3.0950000000000006
2010-10-01,1.5375000000000008,1.6425,3.1800000000000006
2011-01-01,1.7275000000000005,3.4725,5.200000000000001
2011-04-01,0.8425000000000005,2.9125,3.755000000000001
2011-07-01,1.1575000000000004,2.68,3.8375000000000004
2011-10-01,1.6850000000000005,0.8525000000000003,2.5375000000000005
2012-01-01,2.6500000000000004,0.9600000000000002,3.6100000000000003
2012-04-01,2.3675000000000006,1.3600000000000003,3.727500000000001
2012-07-01,2.5175,0.7100000000000002,3.2275
2012-10-01,3.2650000000000006,3.1575,6.422500000000001
2013-01-01,2.0125000000000006,1.3450000000000002,3.357500000000001
2013-04-01,2.2025000000000006,1.6,3.8025000000000007
2013-07-01,1.9475000000000007,1.6525000000000003,3.600000000000001
2013-10-01,1.2700000000000005,0.8050000000000002,2.0750000000000006
2014-01-01,1.6325000000000007,2.7675,4.4
2014-04-01,2.0975000000000006,1.9375,4.035
2014-07-01,2.4425000000000003,2.495,4.9375
2014-10-01,2.9125000000000005,2.5975,5.510000000000001
2015-01-01,3.3550000000000004,1.5875000000000001,4.942500000000001
2015-04-01,2.7600000000000002,2.625,5.385
2015-07-01,2.745,2.3375,5.0825
2015-10-01,2.0375000000000005,2.0225000000000004,4.0600000000000005
2016-01-01,2.2225000000000006,0.7925000000000002,3.0150000000000006
2016-04-01,2.0275000000000003,0.45000000000000023,2.4775000000000005
2016-07-01,1.8775000000000004,0.6575000000000002,2.5350000000000006
2016-10-01,1.7150000000000005,1.2775000000000003,2.9925000000000006
2017-01-01,1.5325000000000006,2.2550000000000003,3.787500000000001
2017-04-01,2.1625000000000005,2.1850000000000005,4.347500000000001
2017-07-01,2.0875000000000004,2.7125000000000004,4.800000000000001
2017-10-01,2.6525000000000007,2.7950000000000004,5.447500000000002
2018-01-01,2.6825000000000006,2.79,5.4725
2018-04-01,2.6450000000000005,2.7325000000000004,5.377500000000001
2018-07-01,2.9275,2.4575000000000005,5.385000000000001
2018-10-01,2.8200000000000007,1.4475000000000005,4.267500000000001
2019-01-01,2.295000000000001,2.7900000000000005,5.085000000000001
2019-04-01,1.8375000000000006,2.7700000000000005,4.607500000000001
2019-07-01,2.0700000000000007,1.6950000000000005,3.7650000000000015
2019-10-01,2.3625000000000007,2.1975000000000007,4.560000000000001
2020-01-01,1.2125000000000008,2.7825000000000006,3.9950000000000014
2020-04-01,-11.409999999999998,9.225000000000001,-2.184999999999997
2020-07-01,-3.9174999999999986,6.154999999999999,2.2375000000000007
2020-10-01,-2.0949999999999975,6.675000000000001,4.580000000000004
2021-01-01,-0.509999999999998,4.470000000000001,3.9600000000000026
2021-04-01,13.027500000000002,-0.7375,12.290000000000001
2021-07-01,6.237500000000001,3.5649999999999995,9.8025
2021-10-01,5.270000000000001,3.4925,8.762500000000001
2022-01-01,6.065000000000001,3.0700000000000003,9.135000000000002
2022-04-01,5.195000000000001,2.16,7.355000000000001
2022-07-01,4.460000000000001,2.8325000000000005,7.292500000000001
2022-10-01,2.682500000000001,2.3475,5.030000000000001
2023-01-01,2.647500000000001,3.3850000000000002,6.032500000000001
2023-04-01,2.765000000000001,3.74,6.505000000000001
2023-07-01,2.527500000000001,3.085,5.612500000000001
2023-10-01,2.4725000000000015,3.21,5.682500000000001
2024-01-01,1.062500000000001,3.8175000000000003,4.880000000000002
2024-04-01,0.9050000000000011,3.8625000000000003,4.767500000000002
