date,Administration of Justice,Agriculture,Commerce and Housing Credit,Community and Regional Development,"Education, Training, Employment, and Social Services",Energy,General Government,"General Science, Space, and Technology",Health,Income Security,International Affairs,Medicare,National Defense,Natural Resources and Environment,Net Interest,Social Security,Total,Transportation,Undistributed Offsetting Receipts,Veterans Benefits and Services
2016-01-31,3934.10887507,1832.93881111,707.97627227,1384.0728925199999,10810.50913508,-104.20045395,2135.28311047,2028.00383013,38377.27804191,29056.16550672,3733.4866045900003,44270.436308059994,39885.84776538,2905.4522236,20726.024343369998,49777.72873326,258415.69256629,5569.62078102,-5430.20686412,6815.1666498
2016-02-29,5737.69746768,1317.371279,973.0743721599999,1819.38770621,13321.67105257,-174.08808378999998,-501.9415963,2412.2946264099996,39896.66589701,91821.8503741,3441.1959233800003,45398.701826660006,44309.693049040005,3123.33420294,18823.902724689997,75698.95359295,361760.85722155997,6927.06958317,-6421.32065963,13835.343883309999
2016-03-31,4927.986800930001,447.43007048000004,-11204.88628308,1485.5296131199998,9068.43290868,489.11177468,2144.95732654,2375.2007203000003,48800.46719091001,53228.221834230004,3685.0448459299996,47888.69508915,54412.93334546,3327.44254547,23883.98483523,75697.81873292,335890.55770010996,7184.285197859999,-6185.365411850001,14233.26656315
2016-04-30,4577.7373427600005,46.01580547,-10072.764393989999,1639.8018012,7696.58610257,174.36505162,-1876.26458565,2616.86954071,40565.914600050004,51918.78293947,3168.68216292,68383.81466579,49325.38248411,2733.1704667,22233.868495130002,76381.5288305,331980.47259784996,6369.20512641,-13951.760058290001,20049.53622037
2016-05-31,4390.86940962,136.44024417,-137.23139446000002,1649.7421636,7548.260003859999,412.81235672,4481.999983479999,2209.71028648,40129.24195801999,29954.0867332,2846.41352798,26091.79180398,42258.18307844,2764.7396203499998,27868.27768992,76395.75649710001,277110.84424098,7071.1636389099995,-6103.81114368,7142.39778329
2016-06-30,4896.24033966,353.97552191000005,-4084.6819088899997,1725.88687526,14537.328754040002,735.76376853,2500.14727723,2591.10328008,42626.655490230005,32215.212020349998,3151.999068,45714.78690993,48815.03947631,3482.06746833,27108.346104599997,80859.54643778999,323320.23530394,8584.95344608,-6117.122761979999,13622.98773648
2016-07-31,4452.97389959,531.66408863,2144.28471059,1690.67372228,6026.51309453,0.40991342,1898.29697904,2524.0622523800002,45125.723977300004,34771.339113099995,3334.61884083,50171.30372682,46890.53475313,3044.06982448,27969.24943085,76733.70568900999,322812.90274045,7782.4485414,-6879.25684892,14600.28703199
2016-08-31,5575.15433163,424.9900531,3756.2967123000003,2141.90858183,9794.307985770001,-371.88071091,1393.33580946,2777.00253635,46477.21187669,35971.79898209,2785.80326667,54755.471083029995,48666.322167449995,3568.5724795300002,26269.55426108,76668.20297958,338438.38777361,10071.420916620002,-6592.76936179,14305.683823129999
2016-09-30,5067.84441108,-2173.06464237,-12133.53443741,2474.44927384,8485.12306898,1191.98360049,2212.0918315100002,2808.0580348000003,45477.166116010005,43019.02128817,7843.1733895,69092.65497945,60292.1362677,3775.56985867,-16966.33776549,76778.56424522,323177.87114884,10930.67794613,-6271.06552139,21273.35920395
2016-10-31,4501.716339279999,11882.169708649999,-2088.77199884,2378.41145675,3977.54083111,217.85721766,1922.74944978,2355.2683539699997,40656.173040400005,21305.231150080002,4244.39362413,23635.799663240003,52026.580272449995,2782.20834809,23402.52592566,77620.08637414,265884.26914769,7221.6554043999995,-19567.45191254,7410.125899279999
2016-11-30,4798.423626430001,5298.7103577200005,-637.93548316,2339.0210448400003,6812.346974970001,643.05031292,2108.54957293,2556.75781838,43370.410550739995,36829.77193807,5511.52887429,57588.90640329,48020.9995995,3240.18012075,25191.32242769,76790.73652200999,336525.52910382,7652.31428166,-5674.92856,14085.36272079
2016-12-31,4906.52327545,3010.12585978,-7834.28073156,2211.40389019,7589.79633598,177.3813419,1823.88882101,3121.6099825700003,49366.34772046,47913.62654774,2497.40348317,45848.42423639,56918.073329419996,3838.72169311,24056.42872139,77036.20196019,346719.93270795,8021.46803559,-6122.76542911,22339.55363428
2017-01-31,5839.5427083,1239.1008997000001,783.93098982,2386.68524625,10617.25936083,409.77175782,-1638.91387799,2089.22590162,42902.94969591001,27056.373972470003,4748.36724371,45686.66333009,40314.94932639,3462.11332981,21692.10003564,78281.45271494001,292812.10748521995,6167.69442533,-6637.09280329,7409.93322787
2017-02-28,4062.7129946,611.61106695,-587.98113511,1734.39841035,11642.3718023,159.97177215,1775.52936762,2295.54205507,43784.76429731,86301.29946667,4327.291108689999,45668.23116803,45890.965085489996,2814.6894987600003,21175.69804896,77768.23111881,363757.11782815005,6082.37576745,-6078.61881452,14328.03474857
2017-03-31,5758.42584062,145.02114591999998,-14067.881056979999,1882.88997299,10573.45709625,885.72230852,2902.32570359,2568.15367737,46508.18829741,65373.486142019996,4363.2939107600005,75344.71852704,57692.45048064,2219.6435954000003,29870.96036468,78522.60294112,392815.87973623996,7821.17771844,-6227.43923562,20678.68230607
2017-04-30,4239.24338217,19.82041845,-786.71910949,1542.71018084,7356.3890850299995,24.13482651,943.0824304500001,2238.32634106,39612.016630239996,35955.58107645,4188.05096456,22367.72613782,40373.344883260004,1921.56095809,27440.42955633,78634.43777671001,273177.31915318,5985.7473765,-5914.02415868,7035.46039688
2017-05-31,4153.56782213,27.03980535,1329.2000467,1382.80043802,7226.17499413,74.52788578,3451.6476778200004,2505.50727881,43558.579283,39054.706639050004,3301.88651321,51485.3122031,48962.88013075,2537.90326771,25020.29044593,78679.9098316,328843.9692987,7451.18510133,-6216.935683600001,14857.78561788
2017-06-30,5329.3522957899995,1.76879337,14806.705722409999,1474.0543561900001,48323.511044160005,707.07965474,1669.9455895,2828.40043996,42660.74362971,39953.18370301,1140.41260324,73293.11980603999,57804.63951547,3215.2771775300002,25729.10984872,83617.23924025,428893.67878413,10071.71819618,-6945.677596729999,23213.09476459
2017-07-31,5688.871824479999,266.15709845,1030.7706456399999,1604.5619441400002,6244.65859834,58.91502006,1237.63665457,2361.89336663,43923.23677591,27402.3066259,2535.90111172,22806.3823089,43108.90112731,2951.96500684,25723.27631409,79199.41971752999,274979.52605458,7930.50767316,-6363.6415781099995,7267.805819020001
2017-08-31,4647.90513796,359.93125700999997,-6610.18762112,1954.72433682,9474.67239567,-157.79476197999998,1570.9991306099998,2823.6704040100003,49301.61321178,35446.69551625,2150.47385738,55842.533393870006,51992.801549120006,3722.7858720500003,25260.467818560002,79163.26511736,333999.74607238,9804.97801433,-8166.69983969,15416.91128239
2017-09-30,5017.33879364,-2099.80356317,-14067.24612955,5523.96519603,12318.40114078,751.76444566,2065.84376667,2709.49759803,47413.64963408,41421.729453680004,7289.22408488,77737.03290474,57171.33519107,3360.4917809099998,-11781.80751808,79568.06786979,340722.21582537,9732.527020709998,-5909.47482298,22499.67897848
2017-10-31,4402.65769533,10985.64066116,1057.69635631,6240.78577656,7262.03798383,596.95740815,1753.8111205799999,2648.6770864,44795.873474800006,22435.92354632,5485.880530359999,25446.558714709998,59615.20992251,2783.26863955,28491.57586492,79969.96952012,298554.66874265,7565.75243919,-21314.94152885,8331.3335307
2017-11-30,5632.35846181,6424.42814209,-1529.4138411099998,6722.092489109999,6379.93078895,54.761775899999996,2001.80735484,2572.18149254,43532.94776563,37167.76941025,4538.53094749,55382.610092150004,47470.47430976,3660.93923625,31530.46984831,79327.92382291,346921.69999197,7241.50432462,-5917.05462808,14727.438198549999
2017-12-31,5077.24837139,3577.17948375,-6804.34305266,3669.2118398000002,6770.897786359999,-425.02818323,1288.78851097,2995.87040016,44416.202960480005,46296.945517830005,3010.6940109499997,46312.394019650004,59148.509642029996,4675.62518758,23952.23568239,79915.91521986999,348990.44973869,7786.8797117799995,-6324.7347951,23649.957424689997
2018-01-31,6042.1072202899995,1567.9426586900001,998.7419945199999,4251.47173331,12030.346723379998,416.17496105000004,1354.84375924,2257.77447739,42833.95337156,30296.44155541,2527.1789819899996,48855.393657830005,40051.43974608,3196.11586342,25322.314067810003,81868.52776184,311801.8700787,6645.44156825,-6462.115926140001,7747.775902779999
2018-02-28,4222.79442956,496.97604936,820.07424596,3166.41390184,11254.519786469999,-241.56969888999998,412.28467179,2251.09364529,43901.972767800005,82933.24174107001,2773.22819098,48136.662839879995,48669.44287748,2858.7585205,23304.3886777,81540.50921952,370870.88947229,6065.02080315,-6612.8039831999995,14917.88078603
2018-03-31,4758.84782321,617.2405128500001,-3057.26827595,4068.66717019,10027.20498352,888.04604565,2857.8375893400002,2535.3321265500003,52085.644884550005,65097.227128080005,2768.35219539,75469.88192916001,58322.150382449996,3124.27391916,33172.40607608,82384.24862557,419575.61932383,6847.51123065,-6229.64690504,23837.661882419998
2018-04-30,5041.41491358,328.22125143,1364.71618218,2835.7413802600004,8511.79277652,-391.01067534,1133.99406761,2327.01102571,41373.67899525,35347.84708697,3146.18292692,24160.59864311,46766.78303444,1793.23750955,35239.67483969,82461.94643345,296191.55460363,5609.44449629,-6683.83368406,5824.113400069999
2018-05-31,4501.675396,160.48195594999999,11145.200511629999,2419.4214993,7827.949469409999,-49.45663675,2799.3381199299997,2358.04083969,46015.09737717,37911.29549692,5472.42308331,53143.350931919995,55828.358041349995,2762.21731449,31514.39715525,82734.36826037,363871.38125989004,7778.67765209,-6429.48650628,15978.03129814
2018-06-30,5184.56892942,219.12833041,-2993.05907906,2575.48118539,51.97932712,512.21553448,1945.95841515,3271.6614168200003,40515.17879794,40960.64331358,5647.75988548,78710.75026941,65428.65654171,3086.86908373,32408.82391489,88122.33828499001,391136.18456514,8135.34722125,-6556.75888241,23908.64207484
2018-07-31,5995.56217836,584.9914390399999,1801.0077266800001,2758.3123702800003,6382.087055970001,707.0423760599999,1874.28924861,2573.96505853,42684.93646728,28080.03597347,3241.14198654,24269.36973241,48559.98431125,3057.75674333,35288.24987921,83153.02110927,302131.45248271996,9967.33529301,-6858.452932939999,8010.81646636
2018-08-31,5347.68423734,518.96993014,1402.4843404,2780.2038138000003,9787.83724105,-290.94597687,1290.2003871,2948.42726858,47792.54866469,44850.81642994,5241.8699934,82739.23019591,64559.442875169996,3034.2989844699996,31873.24671286,107922.29091795,433262.79160834005,10377.7178449,-12591.64869211,23678.11643962
2018-09-30,5266.90045276,-1741.8218044,-14063.37909348,2764.0878018400003,7590.884472600001,443.70247582,1103.89907174,2850.8377034699997,44454.204226120004,24424.08284848,5121.61823262,26079.07394102,54356.44317242,3296.14034039,-7400.53473181,58394.89053461,224443.33533663,9149.32621986,-5888.01138455,8240.99085712
2018-10-31,4867.58126993,7985.28259119,1229.70005298,2897.74991668,7624.82755943,769.8226051900001,933.09756108,2939.83842915,44409.71496403,31664.13029532,5331.83686807,52833.320052300005,69017.37820460001,3388.6535539499996,32017.00816437,83942.03687442,353182.66942354,7926.73317598,-23476.917444630002,16880.8747295
2018-11-30,5741.59720397,7481.97244113,3099.42891608,2520.80180642,7884.11234094,41.955615009999995,2680.67592078,2599.1448121599997,41980.81348996,45654.37606859,5126.31255934,76577.76888600999,62188.51832994,2655.00202649,33394.24993588,83522.07220274,410863.68597308,8130.3762848199995,-6068.514812310001,25653.02194513
2018-12-31,7492.29118587,7602.21893693,-8770.713727639999,3163.29308161,8694.32550875,-1209.86939545,412.03911167,2974.64446888,47504.23601643,37168.38771619,1620.5156033699998,23932.615663779998,56939.753402919996,3256.17796015,34174.92922132,83895.2429367,326123.39688738,7790.44426931,-6613.03933846,16095.90426505
2019-01-31,4120.81816797,2158.7630993800003,286.44987089999995,2039.1476395999998,11835.77014309,151.82182117,1450.21191148,1806.26175491,43994.72500676999,31724.10435638,2524.7969369,51476.25616797,52466.804913190004,2179.75286788,29262.61077297,86482.91801392,331297.18203140004,4907.89166703,-6080.37069394,8508.44761383
2019-02-28,5405.03124323,3564.3403414699997,1033.5623452,2557.61401752,11105.29768066,228.13518663999997,-1909.5220873800001,2903.80329234,45504.509165309995,86733.99607723,3893.5658245900004,51690.07051383,57101.081433160005,3765.1842656100002,24765.06460327,86745.05667036999,401242.71700561,8053.96626373,-8057.9371135500005,16159.89728238
2019-03-31,5064.49905535,1251.5615113,-8667.29191225,2735.09996499,9140.02351095,334.95734188,4456.21568409,2381.23173325,48239.04397449,57024.99474285,2731.49328472,52968.863688720005,58103.29419846,2811.79840416,36679.211832379995,87364.69882494,375755.99614284997,6144.6572744899995,-6483.00625816,13474.64928624
2019-04-30,5384.98344403,643.99813675,-113.11783870999999,2298.38714376,9478.92439104,516.16758681,1123.70133036,2474.85098974,48741.805084830004,46216.40957759,4251.19377738,54916.84196585,54825.70570857,2504.99254145,38007.49830035,87464.11008371001,375240.02146573,6241.2845748400005,-6844.118753229999,17106.40342061
2019-05-31,5169.07854607,422.73688137,-11902.06405073,2475.28887925,7923.7365340900005,455.69851685000003,2357.55762254,2791.79482087,49350.58817209,48340.42815303,10758.5770894,98210.71119122,64702.40261932,2760.49768122,40530.61179476,87681.45888230001,439832.88937042997,7906.06559197,-7413.89466336,27311.615108169997
2019-06-30,4752.53298524,192.25443078,-3116.26031705,1798.96759136,36376.52171483,1037.91835394,2554.6150789499998,2611.62044944,48341.22353364,23518.19976568,4654.64296037,22150.84621828,51027.30626924,2879.08134555,39656.12689617,92921.23939854,342428.65096798,9479.10074566,-6463.7131696199995,8056.42671698
2019-07-31,6819.97594218,525.09709921,2207.69829717,2180.8572220799997,7402.661743479999,1371.6152846500001,743.6636451,2754.4742215300002,50284.09092589,37854.17082322,2764.839806,55748.19869431,55701.9043485,3210.9315037399997,34952.723873669995,87922.89679560001,371043.5933254,9414.93254892,-7504.74997862,16687.61052877
2019-08-31,5229.59862726,3115.7091894200003,846.56682889,2219.7522541599997,9057.694457610001,975.2936564400001,1612.50852499,3077.33662207,49311.54883424,44915.34116561,4145.64995384,84724.33387599,63587.25902196,3198.26555002,35686.54663163,88177.11606956,428309.32651434996,9776.73587318,-6335.12763959,24987.19701707
2019-09-30,5926.445179390001,5213.806786,-2273.97909659,2261.73283727,8442.02044391,435.2251169,3174.8413291300003,3148.5585172600004,53241.49984646,24618.58143683,4775.36818009,25767.57681256,55771.08606754,3269.21018414,-3518.80159474,88297.10528545,291260.49889764003,10448.02859701,-6852.01437155,9114.20734058
2019-10-31,5364.18994914,9466.83635982,4282.74297278,2387.64717949,11051.60724843,446.90532704000003,1929.63670995,2915.1466528299998,51347.13252021,30973.86278636,3850.72665648,55950.00258696,71399.42891382001,3538.25275855,32517.00181916,88989.48510627,379987.72277271,8869.77394958,-22921.213577709997,17628.55685355
2019-11-30,5439.44872888,8950.53656984,4617.79453674,2397.01494875,7141.413580840001,350.37683214,1099.80675731,2891.2908579,49698.70442581,46934.37900225,5847.11687096,83201.06774496,62925.95130635,3427.6642219,32339.500143150002,88895.42068846001,434023.70995402004,7983.7110199399995,-7319.724700899999,27202.23641874
2019-12-31,6894.2699536499995,4686.23842941,-279.8787587,2123.61151158,7194.049184779999,682.60822133,1491.01302415,3296.90555377,48765.733733709996,39148.89035562,2207.9418408,26394.59334457,62015.4512355,4305.93372342,34524.08701955,88274.90202164999,349077.95880131,8067.39125074,-7783.75851963,17067.975675409998
2020-01-31,5631.68423721,1921.24451118,1248.11547997,2117.9077086400002,12149.09454293,264.19223501,1944.9032700799999,2414.24250997,49319.9578824,39079.88350186,5076.91984633,87096.45676001,53431.7568733,3384.78813194,31698.104606549998,90744.51868825,404881.19377634005,6706.20137888,-7374.66373483,18025.88534666
2020-02-29,5503.886758060001,4495.6830556800005,1015.14132362,1747.5347569,12904.601138850001,342.44172119,-1868.7490863599999,2389.03638407,51224.82542601,91210.79347385,3786.74043527,51959.78505231,54846.15425583,3018.5538732399996,30617.36522352,90721.19587472,423285.75352461997,8376.90108149,-6855.38413225,17849.24690862
2020-03-31,6012.9588248,1325.96052927,-3563.7555867399997,3169.14894735,9606.52441833,1258.59109164,3792.85995602,2781.98985382,50047.80417073,46532.922476190004,8248.64552827,25131.219864830004,61607.23650031,3705.3603941799997,37780.224460059995,91484.99781196001,355891.39624982,7175.22989596,-7391.38582559,7184.86293843
2020-04-30,6689.04818071,182.16519731,15544.15143124,3578.33723802,9058.877015799999,487.92802304,144883.18160128,2527.11752261,99781.69087746,307227.6289677,15387.7835203,152292.33667013,58092.2338735,3014.19125441,35935.95509458,91756.0203275,979713.6293955699,21623.96188798,-6997.94051857,18648.96123057
2020-05-31,5182.37057162,598.5034617599999,10789.731737,8308.830345100001,10866.77139772,35.627085869999995,5940.90429833,2820.44989804,79120.52372216,184437.72158954001,4487.68081866,49955.1595951,61084.109566629995,2931.90040604,25808.91175646,92021.80104236999,572681.97059825,16191.337947049999,-7400.98346762,19500.61882642
2020-06-30,7080.97944205,6246.35701912,494321.25295066996,12714.972119709999,80751.21189184,1358.66843093,4879.66069558,3027.97980543,70763.97795372001,155632.65646251998,3642.2040616599998,61079.46838176,58075.45704502,3541.86094605,18548.2029571,96781.8097422,1104902.73684442,16920.50280021,-8147.71487111,17683.22900996
2020-07-31,5430.828547,3243.73081388,30917.66774703,8589.13963033,8776.494297559999,640.62523668,-73.08394820999999,2958.18094086,73656.40852131,164486.74009116,4454.641669430001,97040.87823552999,64861.150032089994,3509.6619075,29647.87175921,91892.69866702,626487.38953523,16103.63488385,-6845.373494609999,27195.49399761
2020-08-31,5707.43030628,4588.06322543,14141.4389325,6691.81258346,12163.04863726,946.5096809199999,4960.81823182,2785.0339355,60664.495063120004,84806.90084783,5195.75425821,21379.32262291,51752.751232,3436.29839894,36547.61353544,92145.89176496,423316.29211783,12686.832069290002,-7238.76664296,9955.04343492
2020-09-30,7165.70596262,3447.36379418,-1377.6511562599999,29936.12769159,55074.88281219,353.33200269,7737.40091731,3251.1882433600003,63900.58604547,72092.39099088,5474.18209028,64743.721903870006,66163.20044658,2876.40657225,-1258.37285515,92108.31614245,497779.90523144,15450.74220887,-10084.96900104,20725.3504193
2020-10-31,5380.23610295,18827.238626619997,6062.10621771,10399.51552273,10625.493349940001,434.63219176,7278.7154986099995,3282.98873435,63082.39805394,72744.32895766001,4590.243453939999,96269.90464822,79686.06184689,4166.834411360001,32439.01135917,92946.01677100999,521768.50357994,9739.79320997,-26101.27883375,29914.26345686
2020-11-30,6724.68303945,6248.7047390200005,3811.84725428,4636.49597625,9321.79897435,633.92926355,-284.35181101,2784.47608872,56177.73180786,57129.858527029995,5568.55443179,22034.31640393,54461.28193893,3880.12020694,29254.713492630002,92376.508636,364818.85911795,9110.34753762,-7960.50087383,8908.34348444
2020-12-31,6387.87688685,6855.2604916499995,-894.2857538200001,3805.62868904,9701.01963582,858.99170524,4345.24698507,3444.1201983200003,72037.82131214999,77403.44084269,4114.5956186700005,52538.84105379,70244.79216864999,4317.51261351,25587.4707067,117285.64336985,489681.55583604,11561.387989219998,-8030.447651,28116.638973639998
2021-01-31,5642.6025613599995,2198.4044538400003,2898.0946241399997,3590.4261723000004,11875.67814539,161.65149546,1456.6742049700001,2308.64496685,64986.01530077,227821.96392386,916.43837918,57267.89871236,53570.25574199,2880.61781251,25159.19127029,69314.5046655,547483.26842566,13454.168487530002,-7508.37944037,9488.41694773
2021-02-28,5993.9240291999995,1347.29874572,92540.36071567,2684.90893772,12442.06041857,319.35645038999996,1132.47086475,2589.73023804,58271.0988656,121522.30337272999,7591.481242569999,58819.57710024,53511.46095107,3000.25020025,25696.25105961,94048.97308219,559235.9992808499,11246.41812476,-12222.814962530001,18700.8898443
2021-03-31,5872.68733152,1018.91879785,80821.18914172,4581.90921654,15740.909470049999,661.70864773,614.4695387300001,3209.6908801,70607.08051408999,452596.39906267,6663.295647020001,58027.67921067,70266.71036925,3386.13552005,31259.164258689998,94333.49853677,927205.93752383,15464.84368075,-7968.52668589,20048.17438552
2021-04-30,5810.367611510001,7291.13514251,55839.76615279,5615.33649071,14455.50931304,571.74852316,2548.93257376,2857.52294354,67024.06532326,164880.4093657,2386.59982472,91104.19587902,70580.35366867999,2460.39220752,33985.407596540004,94663.18551483999,664765.65563825,20058.60566606,-8680.147232270001,31312.26907316
2021-05-31,5867.6630437799995,834.94743163,53882.0039964,4591.2813972700005,12182.50199686,122.27396222,132139.71481322,2593.1586235100003,64542.54493974,98913.97741541,3492.71730879,18810.97396586,52127.8283381,2824.4084956300003,36873.95498686,94582.20837219,595697.95152198,9533.700891319999,-7687.97164993,9470.06319312
2021-06-30,6862.170621470001,1633.2376666700002,27987.63358309,6720.516237569999,57199.84675487,461.02243059,68224.51792482,3046.51198089,66406.92125895999,91600.05190193,-5113.541551050001,64239.36680934,64685.61991422,4214.2341474899995,38306.725980519994,99833.98963613,623359.21674689,17668.51160308,-8592.069406120001,17973.94925242
2021-07-31,5380.755293560001,955.34877218,231.09975143,4888.37318653,14794.1652421,-290.75808687,15664.65093319,2885.40377363,71190.72831608,110985.00850021001,5476.6171196000005,97771.61460731,66514.71400356,3296.43327392,37851.70982673,94957.49396348,564050.1879631099,10655.60445843,-7714.759907029999,28555.98493507
2021-08-31,5709.62148284,889.47971682,-1726.21725905,-10937.802386430001,16920.86256581,409.81205072,29587.337213889998,3420.878929,70831.12677761,93289.82990409,4809.665653890001,19903.81660912,52038.0461356,3686.7228910999997,41785.57931009,95361.00686849,439012.73655966,11352.013806879999,-8871.56906369,10552.525352879999
2021-09-30,6519.55015296,1430.1920807000001,-17307.68453327,5940.54572296,111332.62079583999,1729.5806730699999,6945.36318476,3153.00456524,71604.77749177,79957.27762133,6449.12819049,59672.33581531,67155.66957457,3959.8022744,-5935.15232062,94889.50031552001,521067.34116283,14855.9667335,-12521.215469030001,21236.078293330003
2021-10-31,5307.77067274,7239.86963046,3544.4889929,5866.0724411,17683.24438728,1072.51750099,4538.608771859999,3001.3155656,69601.27857757,70179.12147984,4256.06287996,53913.70131782,68722.44870628,3536.60389746,29916.437647630002,96319.86463981,448982.72815582,9514.223147229999,-27243.021507229998,22012.11940652
2021-11-30,7027.468322260001,2807.89172813,4028.5844880500003,7248.39214627,14097.03617961,309.88691354,1648.11419815,3393.26793619,75659.63311903,75450.17785743,7584.76541003,59484.38626578,63789.03901902,4193.91722012,30147.03088699,95666.9916219,472543.07235179,9626.97213138,-9818.9869059,20198.503813810003
2021-12-31,5835.7468653999995,4114.25478,-1038.23109874,6017.80095449,15955.831303559999,-471.6407374,1493.21211569,3401.6481465,85195.53553847999,82763.85354355999,1533.04724295,54821.89228011,74341.21487305,4117.30110785,41699.970285819996,95833.50796489,508041.03098277,10733.20779181,-8989.47441436,30682.35243911
2022-01-31,5524.75013261,1818.0872105899998,1626.09866098,6542.84112292,16288.156361610001,353.04217958,1859.62295518,2431.30410363,74117.64776845,47156.63348038,5695.802903270001,64873.71717156,47024.97675637,2619.71638659,34388.41617621,101737.76176914,346379.91400583,10839.631002799999,-88724.04115073,10205.74901469
2022-02-28,5341.19970571,1426.46893603,1837.1104696500001,5494.42228651,17191.22165155,216.4238465,1150.0719623,2549.9417060100004,72801.56918166,120863.72658232001,4586.24541975,57306.805673639996,58082.38586736,2772.3239623699997,32176.35920217,101868.17230752,506475.49550495,8088.5893645900005,-8267.65821122,20990.11559053
2022-03-31,5881.249819199999,1079.26617148,-2696.4325868299998,5383.26819025,7173.15660654,-275.85647222,3486.3171451,3151.7210634099997,86042.78013433001,95960.65169946001,5544.59336696,56217.906547800005,65145.96633019,3208.00405082,43192.72609243,102574.85864265,507854.54282165004,13023.193084909999,-8498.68543199,22259.85836716
2022-04-30,5976.54886017,1381.88856475,2865.69132703,6445.14152152,19379.42546378,-415.29498073,3735.423353,2918.52765354,71314.72433577,98846.01287671001,4759.134301890001,96844.14200159,60945.87966967,2118.46308215,43782.891867959996,102888.06562753,555433.54803631,9153.49401269,-13549.31097155,36042.699468839994
2022-05-31,7200.533430699999,1551.2674268699998,1624.1943693399999,8573.30616009,15206.92296667,-1304.0566101400002,32221.78459736,2786.9934267800004,75828.63659744,58167.81737711,8068.45888654,15227.667532559999,57435.01397723,3229.10778568,55995.20708369,102988.00731254,455215.70900277,9713.13174609,-10439.70082839,11141.415764610001
2022-06-30,5501.451166100001,5272.627446140001,-22498.07762741,7454.18175773,55362.94797408,-1088.03940954,59106.23058694,3339.43763769,76714.0020612,46989.24271735,5945.51975934,64054.85589186,63688.78106617,3510.59338649,42284.102258290004,108497.86758344,549602.9247935499,13066.1682183,-9189.55498561,21590.58730499
