date,GSPC_close,GSPC_volume,IXIC_close,IXIC_volume,DJI_close,DJI_volume,RUT_close,RUT_volume
1989-03-29,292.350006,144240000,403.700012,122960000,,,156.800003,144240000
1989-03-30,292.519989,159950000,404.600006,115610000,,,156.759995,159950000
1989-03-31,294.869995,170960000,406.700012,125010000,,,157.899994,170960000
1989-04-03,296.390015,164660000,407.700012,122530000,,,158.289993,164660000
1989-04-04,295.309998,160680000,407.200012,139590000,,,157.970001,160680000
1989-04-05,296.23999,165880000,408.299988,120750000,,,158.520004,165880000
1989-04-06,295.290009,146530000,408.200012,114040000,,,158.399994,146530000
1989-04-07,297.160004,156950000,410.700012,133580000,,,159.270004,156950000
1989-04-10,297.109985,123990000,411.100006,109840000,,,159.460007,123990000
1989-04-11,298.48999,146830000,413.5,133270000,,,160.330002,146830000
1989-04-12,298.98999,165200000,415.700012,161300000,,,161.210007,165200000
1989-04-13,296.399994,141590000,413.899994,142990000,,,160.529999,141590000
1989-04-14,301.359985,169780000,417.700012,144650000,,,161.630005,169780000
1989-04-17,301.720001,128540000,417.799988,115220000,,,161.449997,128540000
1989-04-18,306.019989,208650000,420.700012,153480000,,,162.289993,208650000
1989-04-19,307.149994,191510000,421.899994,155010000,,,162.460007,191510000
1989-04-20,306.190002,175970000,421.5,141030000,,,162.589996,175970000
1989-04-21,309.609985,187310000,423.799988,149470000,,,163.309998,187310000
1989-04-24,308.690002,142100000,423.200012,98170000,,,163.289993,142100000
1989-04-25,306.75,165430000,422.700012,123650000,,,163.279999,165430000
1989-04-26,306.929993,146090000,423.399994,136660000,,,163.600006,146090000
1989-04-27,309.579987,191170000,426.200012,137410000,,,164.279999,191170000
1989-04-28,309.640015,158390000,427.600006,129240000,,,164.679993,158390000
1989-05-01,309.119995,138050000,427.5,116720000,,,164.300003,138050000
1989-05-02,308.119995,172560000,428.0,140980000,,,164.550003,172560000
1989-05-03,308.160004,171690000,428.799988,142490000,,,164.779999,171690000
1989-05-04,307.769989,153130000,429.200012,146380000,,,165.169998,153130000
1989-05-05,307.609985,180810000,430.700012,156070000,,,165.720001,180810000
1989-05-08,306.0,135130000,429.299988,129030000,,,165.229996,135130000
1989-05-09,305.190002,150090000,429.0,135650000,,,165.309998,150090000
1989-05-10,305.799988,146000000,429.600006,129660000,,,165.639999,146000000
1989-05-11,306.950012,151620000,430.600006,144990000,,,166.050003,151620000
1989-05-12,313.839996,221490000,434.799988,166360000,,,167.119995,221490000
1989-05-15,316.160004,179350000,436.200012,133660000,,,167.320007,179350000
1989-05-16,315.279999,173100000,435.700012,143460000,,,167.25,173100000
1989-05-17,317.480011,191210000,438.5,169990000,,,168.270004,191210000
1989-05-18,317.970001,177480000,439.799988,163450000,,,168.990005,177480000
1989-05-19,321.23999,242410000,442.100006,181960000,,,169.639999,242410000
1989-05-22,321.980011,185010000,441.799988,124610000,,,169.520004,185010000
1989-05-23,318.320007,187690000,440.200012,140960000,,,169.059998,187690000
1989-05-24,319.140015,178600000,441.5,122360000,,,169.479996,178600000
1989-05-25,319.170013,154470000,442.899994,129160000,,,170.119995,154470000
1989-05-26,321.589996,143120000,445.200012,116990000,,,171.009995,143120000
1989-05-30,319.049988,151780000,444.200012,116130000,,,170.580002,151780000
1989-05-31,320.519989,162530000,446.200012,123810000,,,171.529999,162530000
1989-06-01,321.970001,223160000,448.299988,135870000,,,172.399994,223160000
1989-06-02,325.519989,229140000,451.600006,163800000,,,173.410004,229140000
1989-06-05,322.029999,163420000,447.799988,137730000,,,172.369995,163420000
1989-06-06,324.23999,187570000,448.0,142750000,,,172.169998,187570000
1989-06-07,326.950012,213710000,453.200012,160220000,,,172.940002,213710000
1989-06-08,326.75,212310000,454.0,155960000,,,173.229996,212310000
1989-06-09,326.690002,173240000,453.700012,140440000,,,173.369995,173240000
1989-06-12,326.23999,151460000,453.399994,125560000,,,173.320007,151460000
1989-06-13,323.910004,164870000,450.700012,146950000,,,172.619995,164870000
1989-06-14,323.829987,170540000,450.600006,131620000,,,172.380005,170540000
1989-06-15,320.079987,179480000,447.100006,137500000,,,171.029999,179480000
1989-06-16,321.350006,244510000,447.200012,132110000,,,171.449997,244510000
1989-06-19,321.890015,130720000,446.100006,109590000,,,171.050003,130720000
1989-06-20,321.25,167650000,444.600006,137070000,,,170.690002,167650000
1989-06-21,320.480011,168830000,443.899994,136400000,,,170.25,168830000
1989-06-22,322.320007,176510000,445.299988,132790000,,,170.619995,176510000
1989-06-23,328.0,198720000,448.399994,153150000,,,171.440002,198720000
1989-06-26,326.600006,143600000,447.299988,109550000,,,171.160004,143600000
1989-06-27,328.440002,171090000,448.600006,119020000,,,171.789993,171090000
1989-06-28,325.809998,158470000,444.899994,127490000,,,170.809998,158470000
1989-06-29,319.679993,167100000,437.899994,142030000,,,168.070007,167100000
1989-06-30,317.980011,170490000,435.299988,137100000,,,167.419998,170490000
1989-07-03,319.230011,68870000,436.0,53200000,,,167.600006,68870000
1989-07-05,320.640015,127710000,436.899994,94520000,,,167.949997,127710000
1989-07-06,321.549988,140450000,439.600006,118050000,,,168.639999,140450000
1989-07-07,324.910004,166430000,442.399994,120310000,,,170.160004,166430000
1989-07-10,327.070007,131870000,442.700012,112740000,,,170.740005,131870000
1989-07-11,328.779999,171590000,444.5,142140000,,,171.179993,171590000
1989-07-12,329.809998,160550000,446.799988,147260000,,,171.929993,160550000
1989-07-13,329.950012,153820000,447.899994,130110000,,,172.279999,153820000
1989-07-14,331.839996,183480000,448.899994,128850000,,,172.470001,183480000
1989-07-17,332.440002,131960000,449.899994,107890000,,,172.990005,131960000
1989-07-18,331.350006,152350000,447.899994,131880000,,,172.860001,152350000
1989-07-19,335.730011,215740000,451.200012,159880000,,,174.089996,215740000
1989-07-20,333.51001,204590000,449.200012,166620000,,,173.880005,204590000
1989-07-21,335.899994,174880000,449.299988,144760000,,,173.910004,174880000
1989-07-24,333.670013,136260000,446.0,108060000,,,172.910004,136260000
1989-07-25,333.880005,179270000,446.5,127650000,,,172.789993,179270000
1989-07-26,338.049988,188270000,449.100006,124470000,,,173.399994,188270000
1989-07-27,341.98999,213680000,452.5,140250000,,,174.229996,213680000
1989-07-28,342.149994,180610000,452.799988,128900000,,,174.119995,180610000
1989-07-31,346.079987,166650000,453.799988,111900000,,,174.5,166650000
1989-08-01,343.75,225280000,453.299988,136880000,,,174.220001,225280000
1989-08-02,344.339996,181760000,454.100006,130180000,,,174.380005,181760000
1989-08-03,344.73999,168690000,456.899994,146010000,,,175.360001,168690000
1989-08-04,343.920013,169750000,457.399994,133670000,,,175.380005,169750000
1989-08-07,349.410004,197580000,461.700012,135250000,,,176.589996,197580000
1989-08-08,349.350006,200340000,463.299988,160270000,,,176.660004,200340000
1989-08-09,346.940002,209900000,462.399994,155690000,,,176.729996,209900000
1989-08-10,348.25,198660000,463.600006,134430000,,,177.059998,198660000
1989-08-11,344.73999,197550000,462.5,139260000,,,176.559998,197550000
1989-08-14,343.059998,142010000,460.0,144660000,,,175.690002,142010000
1989-08-15,344.709991,148770000,460.899994,133490000,,,175.820007,148770000
1989-08-16,345.660004,150060000,460.799988,129250000,,,175.869995,150060000
1989-08-17,344.450012,157560000,460.799988,136320000,,,175.649994,157560000
1989-08-18,346.029999,145810000,462.0,134520000,,,175.940002,145810000
1989-08-21,340.670013,136800000,458.299988,108620000,,,174.639999,136800000
1989-08-22,341.190002,141930000,458.399994,119030000,,,174.479996,141930000
1989-08-23,344.700012,159640000,461.700012,139690000,,,175.669998,159640000
1989-08-24,351.519989,225520000,465.899994,144810000,,,177.009995,225520000
1989-08-25,350.519989,165930000,466.799988,126730000,,,177.100006,165930000
1989-08-28,352.089996,131180000,467.200012,100240000,,,177.089996,131180000
1989-08-29,349.839996,175210000,466.600006,128610000,,,176.850006,175210000
1989-08-30,350.649994,174350000,468.299988,121700000,,,177.440002,174350000
1989-08-31,351.450012,144820000,469.299988,117760000,,,178.199997,144820000
1989-09-01,353.730011,133300000,471.299988,113460000,,,178.710007,133300000
1989-09-05,352.559998,145180000,471.399994,121140000,,,178.820007,145180000
1989-09-06,349.23999,161800000,469.299988,136430000,,,178.130005,161800000
1989-09-07,348.350006,160160000,469.700012,134000000,,,178.429993,160160000
1989-09-08,348.76001,154090000,471.299988,130060000,,,179.160004,154090000
1989-09-11,347.660004,126020000,470.399994,113490000,,,178.289993,126020000
1989-09-12,348.700012,142140000,471.899994,151060000,,,178.869995,142140000
1989-09-13,345.459991,175330000,471.799988,159940000,,,178.809998,175330000
1989-09-14,343.160004,149250000,468.799988,142030000,,,177.559998,149250000
1989-09-15,345.059998,234860000,467.600006,130920000,,,176.690002,234860000
1989-09-18,346.730011,136940000,466.899994,105050000,,,176.380005,136940000
1989-09-19,346.549988,141610000,467.100006,136710000,,,176.350006,141610000
1989-09-20,346.470001,136640000,466.700012,137050000,,,176.190002,136640000
1989-09-21,345.700012,146930000,467.0,138620000,,,176.419998,146930000
1989-09-22,347.049988,133350000,468.100006,148890000,,,176.800003,133350000
1989-09-25,344.230011,121130000,466.700012,108090000,,,175.990005,121130000
1989-09-26,344.329987,158350000,467.799988,123380000,,,176.550003,158350000
1989-09-27,345.100006,158400000,467.799988,123180000,,,176.229996,158400000
1989-09-28,348.600006,164240000,471.100006,133130000,,,177.369995,164240000
1989-09-29,349.149994,155300000,472.899994,136380000,,,178.210007,155300000
1989-10-02,350.869995,127410000,475.200012,108950000,,,178.830002,127410000
1989-10-03,354.709991,182550000,477.299988,151200000,,,179.369995,182550000
1989-10-04,356.940002,194590000,479.299988,164360000,,,179.389999,194590000
1989-10-05,356.970001,177890000,480.700012,151090000,,,179.919998,177890000
1989-10-06,358.779999,172520000,483.600006,155990000,,,180.449997,172520000
1989-10-09,359.799988,86810000,485.700012,84270000,,,180.779999,86810000
1989-10-10,359.130005,147560000,484.100006,136960000,,,180.270004,147560000
1989-10-11,356.98999,164070000,482.200012,133010000,,,179.710007,164070000
1989-10-12,355.390015,160120000,482.200012,130960000,,,179.529999,160120000
1989-10-13,333.649994,251170000,467.299988,167710000,,,172.839996,251170000
1989-10-16,342.850006,416290000,461.0,242840000,,,170.279999,416290000
1989-10-17,341.160004,224070000,459.899994,161470000,,,170.0,224070000
1989-10-18,341.76001,166900000,463.299988,147650000,,,170.970001,166900000
1989-10-19,347.130005,198120000,470.799988,173460000,,,173.360001,198120000
1989-10-20,347.160004,164830000,470.700012,158160000,,,173.259995,164830000
1989-10-23,344.829987,135860000,467.200012,117180000,,,172.100006,135860000
1989-10-24,343.700012,237960000,461.700012,152480000,,,169.770004,237960000
1989-10-25,342.5,155650000,462.899994,132120000,,,170.229996,155650000
1989-10-26,337.929993,175240000,458.200012,128730000,,,168.809998,175240000
1989-10-27,335.059998,170330000,452.799988,132790000,,,166.979996,170330000
1989-10-30,335.070007,126630000,451.399994,101070000,,,166.320007,126630000
1989-10-31,340.359985,176100000,455.600006,128020000,,,167.470001,176100000
1989-11-01,341.200012,154240000,456.600006,118620000,,,167.820007,154240000
1989-11-02,338.480011,152440000,453.100006,136000000,,,167.25,152440000
1989-11-03,337.619995,131500000,453.0,110470000,,,167.389999,131500000
1989-11-06,332.609985,135480000,448.0,111080000,,,165.770004,135480000
1989-11-07,334.809998,163000000,449.399994,130550000,,,165.789993,163000000
1989-11-08,338.149994,170150000,454.100006,137900000,,,167.199997,170150000
1989-11-09,336.570007,143390000,454.100006,126790000,,,167.070007,143390000
1989-11-10,339.100006,131800000,456.200012,109050000,,,167.630005,131800000
1989-11-13,339.549988,140750000,455.899994,109200000,,,167.520004,140750000
1989-11-14,337.98999,143170000,454.0,123770000,,,167.279999,143170000
1989-11-15,340.540009,155130000,455.799988,133010000,,,167.660004,155130000
1989-11-16,340.579987,148370000,455.299988,146640000,,,167.580002,148370000
1989-11-17,341.609985,151020000,456.700012,121390000,,,168.259995,151020000
1989-11-20,339.350006,128170000,455.700012,114920000,,,167.289993,128170000
1989-11-21,339.589996,147900000,454.100006,124230000,,,166.619995,147900000
1989-11-22,341.910004,145730000,455.100006,139770000,,,167.179993,145730000
1989-11-24,343.970001,86290000,456.600006,53670000,,,167.899994,86290000
1989-11-27,345.609985,149390000,456.200012,108180000,,,168.199997,149390000
1989-11-28,345.769989,153770000,456.700012,125340000,,,168.479996,153770000
1989-11-29,343.600006,147270000,455.799988,122010000,,,168.059998,147270000
1989-11-30,345.98999,153200000,456.100006,129600000,,,168.169998,153200000
1989-12-01,350.630005,199200000,457.100006,138470000,,,168.509995,199200000
1989-12-04,351.410004,150360000,458.299988,113780000,,,168.589996,150360000
1989-12-05,349.579987,154640000,458.600006,132020000,,,168.429993,154640000
1989-12-06,348.549988,145850000,456.700012,143950000,,,168.869995,145850000
1989-12-07,347.589996,161980000,456.299988,143980000,,,168.589996,161980000
1989-12-08,348.690002,144910000,456.200012,128140000,,,168.770004,144910000
1989-12-11,348.559998,147130000,452.399994,133390000,,,168.020004,147130000
1989-12-12,351.730011,176820000,450.399994,150540000,,,168.050003,176820000
1989-12-13,352.75,184660000,451.100006,184660000,,,168.360001,184660000
1989-12-14,350.929993,178700000,447.5,144260000,,,167.259995,178700000
1989-12-15,350.140015,240390000,443.799988,144390000,,,166.479996,240390000
1989-12-18,343.690002,184750000,436.0,146700000,,,163.940002,184750000
1989-12-19,342.459991,186060000,434.399994,163630000,,,162.820007,186060000
1989-12-20,342.839996,176520000,436.899994,152430000,,,163.020004,176520000
1989-12-21,344.779999,175150000,441.100006,164280000,,,163.940002,175150000
1989-12-22,347.420013,120980000,444.600006,110230000,,,165.190002,120980000
1989-12-26,346.809998,77610000,445.299988,74490000,,,165.410004,77610000
1989-12-27,348.809998,133740000,448.799988,115310000,,,166.020004,133740000
1989-12-28,350.670013,128030000,450.0,128970000,,,166.270004,128030000
1989-12-29,353.399994,145940000,454.799988,164110000,,,168.309998,145940000
1990-01-02,359.690002,162070000,459.299988,110720000,,,169.949997,162070000
1990-01-03,358.76001,192330000,460.899994,152660000,,,170.789993,192330000
1990-01-04,355.670013,177000000,459.399994,147950000,,,170.089996,177000000
1990-01-05,352.200012,158530000,458.200012,137230000,,,169.649994,158530000
1990-01-08,353.790009,140110000,458.700012,115500000,,,169.550003,140110000
1990-01-09,349.619995,155210000,456.799988,131130000,,,169.300003,155210000
1990-01-10,347.309998,175990000,450.700012,143890000,,,167.940002,175990000
1990-01-11,348.529999,154390000,448.899994,133000000,,,168.009995,154390000
1990-01-12,339.929993,183880000,439.700012,143500000,,,164.369995,183880000
1990-01-15,337.0,140590000,436.600006,108060000,,,162.929993,140590000
1990-01-16,340.75,186070000,440.200012,147590000,,,163.300003,186070000
1990-01-17,337.399994,170470000,438.700012,139150000,,,163.509995,170470000
1990-01-18,338.190002,178590000,437.5,136330000,,,162.759995,178590000
1990-01-19,339.149994,185590000,440.899994,152170000,,,163.570007,185590000
1990-01-22,330.380005,148380000,431.899994,130490000,,,161.130005,148380000
1990-01-23,331.609985,179300000,430.399994,141440000,,,160.410004,179300000
1990-01-24,330.26001,207830000,425.700012,163430000,,,158.160004,207830000
1990-01-25,326.079987,172270000,425.200012,130500000,,,157.990005,172270000
1990-01-26,325.799988,198190000,421.299988,136340000,,,156.610001,198190000
1990-01-29,325.200012,150770000,418.100006,118590000,,,154.940002,150770000
1990-01-30,322.980011,186030000,410.700012,160160000,,,152.619995,186030000
1990-01-31,329.079987,189660000,415.799988,148000000,,,153.270004,189660000
1990-02-01,328.790009,154580000,417.799988,135470000,,,154.360001,154580000
1990-02-02,330.920013,164400000,422.200012,135020000,,,156.0,164400000
1990-02-05,331.850006,130950000,424.700012,108350000,,,156.889999,130950000
1990-02-06,329.660004,134070000,424.0,119700000,,,156.899994,134070000
1990-02-07,333.75,186710000,426.799988,149300000,,,158.25,186710000
1990-02-08,332.959991,176240000,427.299988,140030000,,,158.589996,176240000
1990-02-09,333.619995,146910000,428.799988,125330000,,,159.130005,146910000
1990-02-12,330.079987,118390000,426.399994,113030000,,,158.5,118390000
1990-02-13,331.019989,144490000,425.799988,127230000,,,158.190002,144490000
1990-02-14,332.01001,138530000,426.600006,139540000,,,158.220001,138530000
1990-02-15,334.890015,174620000,429.600006,152380000,,,159.199997,174620000
1990-02-16,332.720001,166840000,429.0,120220000,,,159.300003,166840000
1990-02-20,327.98999,147300000,423.799988,108280000,,,157.860001,147300000
1990-02-21,327.670013,159240000,421.5,120100000,,,157.050003,159240000
1990-02-22,325.700012,184320000,422.799988,134870000,,,157.800003,184320000
1990-02-23,324.149994,148490000,419.5,117220000,,,156.639999,148490000
1990-02-26,328.670013,148900000,421.0,114600000,,,156.350006,148900000
1990-02-27,330.26001,152590000,422.600006,130850000,,,156.839996,152590000
1990-02-28,331.890015,184400000,425.799988,129400000,,,157.720001,184400000
1990-03-01,332.73999,157930000,427.200012,134240000,,,158.039993,157930000
1990-03-02,335.540009,164330000,431.0,132370000,,,159.190002,164330000
1990-03-05,333.73999,140110000,430.200012,111000000,,,159.289993,140110000
1990-03-06,337.929993,143640000,432.299988,139150000,,,160.399994,143640000
1990-03-07,336.950012,163580000,432.5,167550000,,,160.899994,163580000
1990-03-08,340.269989,170900000,436.5,145730000,,,162.070007,170900000
1990-03-09,337.929993,150410000,436.799988,135120000,,,162.080002,150410000
1990-03-12,338.670013,114790000,436.600006,103840000,,,162.229996,114790000
1990-03-13,336.0,145440000,434.600006,123620000,,,162.059998,145440000
1990-03-14,336.869995,145060000,436.200012,122180000,,,162.779999,145060000
1990-03-15,338.070007,144410000,438.100006,128680000,,,163.259995,144410000
1990-03-16,341.910004,222520000,442.200012,176040000,,,164.210007,222520000
1990-03-19,343.529999,142300000,442.899994,129400000,,,164.380005,142300000
1990-03-20,341.570007,177320000,440.100006,142220000,,,164.240005,177320000
1990-03-21,339.73999,130990000,439.299988,131080000,,,164.240005,130990000
1990-03-22,335.690002,175930000,434.5,146220000,,,162.740005,175930000
1990-03-23,337.220001,132070000,437.299988,130740000,,,163.619995,132070000
1990-03-26,337.630005,116110000,438.799988,96280000,,,163.820007,116110000
1990-03-27,341.5,131610000,439.5,106910000,,,164.070007,131610000
1990-03-28,342.0,142300000,436.700012,132260000,,,163.800003,142300000
1990-03-29,340.790009,132190000,435.399994,124190000,,,163.410004,132190000
1990-03-30,339.940002,139340000,435.5,126630000,,,163.630005,139340000
1990-04-02,338.700012,124360000,433.200012,111380000,,,162.339996,124360000
1990-04-03,343.640015,154310000,437.700012,134750000,,,163.399994,154310000
1990-04-04,341.089996,159530000,435.399994,138380000,,,162.839996,159530000
1990-04-05,340.730011,144170000,433.420013,134240000,,,162.779999,144170000
1990-04-06,340.079987,137490000,430.899994,136570000,,,162.380005,137490000
1990-04-09,341.369995,114970000,430.200012,112370000,,,161.460007,114970000
1990-04-10,342.070007,136020000,431.899994,129500000,,,161.910004,136020000
1990-04-11,341.920013,141080000,433.5,133820000,,,162.169998,141080000
1990-04-12,344.339996,142470000,436.299988,141410000,,,162.580002,142470000
1990-04-16,344.73999,142810000,436.700012,124650000,,,162.520004,142810000
1990-04-17,344.679993,127990000,435.399994,136450000,,,162.240005,127990000
1990-04-18,340.720001,147130000,431.5,149750000,,,161.399994,147130000
1990-04-19,338.089996,152930000,429.0,145640000,,,160.820007,152930000
1990-04-20,335.119995,174260000,425.799988,150320000,,,160.059998,174260000
1990-04-23,331.049988,136150000,420.100006,125990000,,,158.479996,136150000
1990-04-24,330.359985,137360000,419.200012,126790000,,,158.360001,137360000
1990-04-25,332.029999,133480000,420.600006,121710000,,,158.619995,133480000
1990-04-26,332.920013,141330000,421.100006,115930000,,,158.729996,141330000
1990-04-27,329.109985,130630000,418.0,116010000,,,157.820007,130630000
1990-04-30,330.799988,122750000,420.100006,105790000,,,158.089996,122750000
1990-05-01,332.25,149020000,421.899994,124130000,,,158.490005,149020000
1990-05-02,334.480011,141610000,423.600006,143260000,,,159.130005,141610000
1990-05-03,335.570007,145560000,425.399994,160850000,,,159.720001,145560000
1990-05-04,338.390015,140550000,428.600006,136810000,,,160.389999,140550000
1990-05-07,340.529999,132760000,431.200012,122690000,,,160.729996,132760000
1990-05-08,342.01001,144230000,431.799988,133840000,,,160.690002,144230000
1990-05-09,342.859985,152220000,431.299988,146630000,,,161.080002,152220000
1990-05-10,343.820007,158460000,433.200012,142490000,,,161.669998,158460000
1990-05-11,352.0,234040000,438.100006,167560000,,,163.119995,234040000
1990-05-14,354.75,225410000,441.600006,177170000,,,163.839996,225410000
1990-05-15,354.279999,165730000,442.5,162330000,,,163.660004,165730000
1990-05-16,354.0,159810000,442.899994,152490000,,,163.860001,159810000
1990-05-17,354.470001,164770000,445.700012,171410000,,,164.809998,164770000
1990-05-18,354.640015,162520000,448.299988,191410000,,,165.440002,162520000
1990-05-21,358.0,166280000,452.899994,169470000,,,166.649994,166280000
1990-05-22,358.429993,203350000,453.899994,190160000,,,167.220001,203350000
1990-05-23,359.290009,172330000,456.899994,188740000,,,167.800003,172330000
1990-05-24,358.410004,155140000,458.299988,174330000,,,167.940002,155140000
1990-05-25,354.579987,120250000,453.700012,152190000,,,167.289993,120250000
1990-05-29,360.649994,137410000,457.5,134000000,,,168.199997,137410000
1990-05-30,360.859985,199540000,458.799988,169350000,,,168.669998,199540000
1990-05-31,361.230011,165690000,459.0,157260000,,,168.910004,165690000
1990-06-01,363.160004,187860000,462.100006,168060000,,,169.699997,187860000
1990-06-04,367.399994,175520000,465.600006,142170000,,,170.619995,175520000
1990-06-05,366.640015,199720000,464.600006,173460000,,,170.229996,199720000
1990-06-06,364.959991,164030000,465.0,156520000,,,169.910004,164030000
1990-06-07,363.149994,160360000,464.100006,151040000,,,169.800003,160360000
1990-06-08,358.709991,142600000,460.899994,137900000,,,168.929993,142600000
1990-06-11,361.630005,119550000,462.799988,112220000,,,169.089996,119550000
1990-06-12,366.25,157100000,466.600006,163290000,,,170.029999,157100000
1990-06-13,364.899994,158910000,468.899994,163550000,,,170.869995,158910000
1990-06-14,362.899994,135770000,467.100006,155170000,,,170.630005,135770000
1990-06-15,362.910004,205130000,467.600006,168500000,,,170.899994,205130000
1990-06-18,356.880005,133470000,460.799988,157650000,,,168.720001,133470000
1990-06-19,358.470001,134930000,460.5,142980000,,,168.380005,134930000
1990-06-20,359.100006,137420000,460.799988,148090000,,,168.119995,137420000
1990-06-21,360.470001,138570000,461.299988,144290000,,,168.440002,138570000
1990-06-22,355.429993,172570000,459.299988,167540000,,,168.009995,172570000
1990-06-25,352.309998,133100000,455.600006,113560000,,,167.130005,133100000
1990-06-26,352.059998,141420000,455.399994,131620000,,,166.889999,141420000
1990-06-27,355.140015,146620000,456.899994,137450000,,,167.240005,146620000
1990-06-28,357.630005,136120000,460.399994,148820000,,,168.410004,136120000
1990-06-29,358.019989,145510000,462.299988,158810000,,,169.119995,145510000
1990-07-02,359.540009,130200000,462.0,114150000,,,169.0,130200000
1990-07-03,360.160004,130050000,461.799988,131020000,,,168.940002,130050000
1990-07-05,355.679993,128320000,459.200012,97760000,,,168.020004,128320000
1990-07-06,358.420013,111730000,460.5,101400000,,,168.199997,111730000
1990-07-09,359.519989,119390000,461.700012,118500000,,,168.110001,119390000
1990-07-10,356.48999,147630000,461.0,142270000,,,167.690002,147630000
1990-07-11,361.230011,162220000,463.899994,159030000,,,168.660004,162220000
1990-07-12,365.440002,213180000,467.200012,153700000,,,169.429993,211510000
1990-07-13,367.309998,215600000,468.399994,160590000,,,170.039993,215600000
1990-07-16,368.950012,149430000,469.600006,138070000,,,169.970001,149450000
