date,Income Security,Social Security,Health,National Defense,Medicare,Net Interest,Other
2020-12-31,19.996207501859388,16.73659140080456,11.674113824790286,10.854153443181195,11.55206571929694,4.916434406700054,24.270433703367566
2021-01-31,22.315713169166386,16.08085923213379,11.659905690611486,10.63208962949946,10.881780419331193,4.7202818152627,23.709370043994983
2021-02-28,22.31533330115363,15.81773007277794,11.53489582203524,10.407933185940708,10.769141523653,4.559311730143475,24.59565436429601
2021-03-31,25.97350730711326,14.668424527637331,10.939481402980316,9.740801806665942,10.39318714091752,4.131619729504306,24.152978085181328
2021-04-30,25.14414946553768,15.341084931993326,10.96271454967193,10.332114414842371,10.003399342750217,4.283150017900191,23.933387277304284
2021-05-31,23.897268124175437,15.32783251138849,10.729192513996166,10.177340473121728,9.546675210818954,4.420785358187407,25.90090580831183
2021-06-30,24.643338306348422,16.45128840063112,11.420677998660592,10.99028601349434,10.264800948237868,5.020740416157717,21.208867916469938
2021-07-31,24.081099001786043,16.648016503219896,11.489492855429106,11.115900201924287,10.370120594337404,5.1879977505016415,21.107373092801623
2021-08-31,24.150313862497185,16.656875677097702,11.612573980363788,11.094420638789616,10.32445009732817,5.253100412440237,20.9082653314833
2021-09-30,24.183180529824362,16.64077489423026,11.68590652312324,11.071083844783324,10.214806149253853,5.1665652926518275,21.03768276613313
2021-10-31,24.406099763009827,16.870354362352778,11.908645635624044,11.028010705662993,9.69709812444419,5.184917917798769,20.90487349110741
2021-11-30,24.28978778288724,16.653182503160103,12.005731923933535,10.990770828360501,10.091138832168042,5.116436435466643,20.85295169402394
2021-12-31,24.30289907364364,16.296495200020466,12.165138346545092,11.021020285753,10.097402013965972,5.337250957367551,20.77979412270428
2022-01-31,22.327117476658042,17.273897225782626,12.66880269990637,11.255166646380713,10.515851826180276,5.6365252119358225,20.322638913156148
2022-02-28,22.49517469300826,17.529776129831216,12.989381980815445,11.41397402801982,10.576832489805248,5.779386581623574,19.21547409689645
2022-03-31,18.263290366284394,18.848744971970127,14.117233892533285,12.103588903739677,11.263227198735228,6.362932219776517,19.040982446960772
2022-04-30,17.506720655544413,19.322272552100337,14.441189542980576,12.162690484737276,11.55973849679493,6.638092237516541,18.369296030325927
2022-05-31,17.23518067642621,19.919913395918286,14.971976244926418,12.539153862170554,11.772502272069069,7.1163135860620175,16.444959962427447
2022-06-30,16.692191240783526,20.31748654031196,15.335399117162682,12.679614368185765,11.917165134949384,7.273362785671761,15.78478081293491
2022-07-31,15.957332495302515,20.753834389118705,15.572962350869323,12.802891717536419,11.565024605041064,7.678985485780757,15.66896895635122
2022-08-31,15.098596048967492,20.595370164194847,15.466773617127705,12.811181920597864,12.097842119302818,7.9240290078267135,16.00620712198258
2022-09-30,13.799418101099953,19.431527481166363,14.580987383687408,12.224187888846833,12.03983416594569,7.575709176282522,20.348335802971228
2022-10-31,13.452896541249713,19.694806050858794,14.694925813922715,12.432835343837107,11.557287676899554,7.837662187003673,20.329586386228442
2022-11-30,13.060997531259902,19.742011301266253,14.641043755582578,12.34566277541244,11.666988273930071,8.076643419937373,20.46665294261139
2022-12-31,12.927495747270337,19.77547081165411,14.456408179685765,12.317071728050886,11.718834717111406,8.231296716365975,20.57342209986153
2023-01-31,13.177572822819956,19.529037738457006,14.063730154909596,12.08889896213703,11.566025598456537,8.292163124190308,21.282571599029563
2023-02-28,12.786186055463,19.661907345223927,13.982864036929163,12.079417778228837,11.699859855932573,8.399886091549513,21.389878836672978
2023-03-31,12.293459154364255,19.300499905912346,13.601201283176282,12.022528354480222,12.265148464751551,8.519473921715633,21.997688915599714
2023-04-30,11.789392596048835,19.761253853703387,13.675179460692771,12.143761151003083,11.284187393404855,8.926708332401668,22.419517212745397
2023-05-31,11.709082050662419,19.67484624571444,13.563164742087439,12.099690534880537,11.985536542275643,8.87128555182954,22.096394332549977
2023-06-30,11.776953804396088,19.581080222714068,13.390111959812703,12.149923471056786,12.90299303983714,9.154689994033822,21.04424750814939
2023-07-31,11.583367081357766,19.716197213209984,13.288532761532682,12.018093744346785,12.187162835969511,9.306851688648784,21.89979467493448
2023-08-31,12.088321002445023,20.92261554383324,13.870558584379008,12.744065136687166,13.003149839955741,9.881100972041486,17.490188920658333
