Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
1990:Q1,GenX,164680,107772,53525,54247,56909,20483,1556,5992,5277,714,0,0,0,0,4131,324,712,4940,14780,3990,68295,68102,31192,36595,19,296,193,96385,5588046
1990:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q2,Silent,18181813,5802988,4708088,1094901,12378825,2424244,316402,897787,762706,135082,324126,200740,123386,1760028,234502,295205,487381,3250527,2242510,146113,1332848,1323004,897579,305476,2360,117589,9845,16848964,48501343
1990:Q2,BabyBoom,6147803,3162185,2324706,837479,2985618,555905,71584,179321,135025,44296,35762,25594,10168,346410,146802,80852,234116,456665,786462,91738,1947085,1940837,1461926,452553,2056,24302,6247,4200718,39403449
1990:Q2,GenX,178020,112376,52369,60007,65644,23813,968,6649,5696,954,0,0,0,0,4817,1111,0,7416,16576,4294,77679,77461,36412,40683,19,347,218,100341,5841384
1990:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q3,Silent,18158423,5828879,4718300,1110579,12329544,2419069,325405,922833,786924,135909,334364,208188,126176,1600396,238208,301498,484401,3297576,2257579,148216,1348612,1338801,913504,306636,1026,117636,9811,16809811,48397139
1990:Q3,BabyBoom,6083632,3225429,2383100,842329,2858203,570595,84445,190196,146746,43450,38193,28132,10061,160597,148857,78000,218329,473619,801437,93935,1979947,1973727,1493598,459723,882,19525,6220,4103686,39465470
1990:Q3,GenX,201577,124572,61326,63246,77005,28113,1731,7332,6133,1198,0,0,0,0,5465,839,0,10045,18682,4799,86795,86555,40165,45944,9,438,240,114782,6124564
1990:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990:Q4,Silent,18399380,5792890,4672667,1120222,12606490,2425171,326101,971710,811725,159985,348411,219795,128617,1722490,241903,308059,504191,3344368,2264025,150061,1358005,1347970,921270,306591,1154,118956,10035,17041374,48253561
1990:Q4,BabyBoom,6317141,3252697,2401692,851005,3064444,599195,89976,207255,159833,47423,50324,40372,9951,249722,151148,83327,233005,494550,809854,96087,2022375,2015960,1526784,465947,970,22259,6415,4294766,39538300
1990:Q4,GenX,230654,139851,72036,67815,90804,34663,1928,8289,6600,1689,0,0,0,0,6199,1052,0,12983,20348,5340,94423,94109,41758,51853,13,485,314,136231,6436036
1990:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q1,Silent,18640579,5791788,4667368,1124421,12848791,2416961,347172,945077,774624,170453,355436,225608,129827,1897724,245504,314326,530057,3390569,2255829,150137,1355196,1345250,928789,294510,2034,119918,9946,17285383,48073044
1991:Q1,BabyBoom,6546660,3271307,2403054,868254,3275353,612603,113881,193786,145530,48256,52379,42543,9837,389690,153581,82847,258205,515451,805679,97249,2041034,2034676,1557283,452786,1664,22943,6358,4505626,39621201
1991:Q1,GenX,257214,152091,76981,75110,105123,39656,3815,9632,7495,2137,0,0,0,0,7014,897,1212,16227,20899,5771,99450,99116,43620,54912,31,553,334,157763,6774249
1991:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q2,Silent,18719473,5815052,4688813,1126239,12904421,2382889,333543,969059,789112,179947,361260,229480,131780,1904844,249850,320674,541080,3436434,2254356,150432,1368648,1358840,947633,289765,617,120826,9807,17350825,47858021
1991:Q2,BabyBoom,6584546,3308127,2431331,876796,3276419,596468,107128,202936,154213,48722,48776,39049,9727,367972,157124,86454,262097,540317,808494,98653,2074487,2068224,1592809,451543,496,23375,6263,4510059,39713433
1991:Q2,GenX,275904,163330,82667,80663,112574,40661,2944,10827,8179,2648,0,0,0,0,8055,1004,833,19850,22128,6272,111192,110847,50209,59998,10,630,345,164713,7137654
1991:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q3,Silent,18881831,5827992,4690669,1137323,13053839,2361955,328527,979342,810116,169226,368801,236290,132510,1997313,252314,326917,559344,3481627,2247041,150657,1379120,1369454,960095,285954,512,122892,9666,17502711,47610924
1991:Q3,BabyBoom,6765932,3365955,2484836,881119,3399977,596021,108075,211910,166688,45222,54935,45317,9619,431439,158734,88702,279510,564268,806268,100115,2088739,2082568,1599265,451431,401,31471,6171,4677193,39814258
1991:Q3,GenX,305626,179917,94885,85032,125709,44106,2731,11898,8884,3015,0,0,0,0,8885,1014,3587,23834,22837,6816,121273,120918,55143,65115,11,649,355,184353,7524699
1991:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991:Q4,Silent,19165547,5832486,4695602,1136884,13333061,2352266,326851,983527,815354,168173,375515,244709,130806,2216403,255570,333125,579550,3526295,2232194,151766,1398482,1388915,977456,285408,998,125053,9567,17767065,47334189
1991:Q4,BabyBoom,7096573,3417471,2528058,889413,3679102,609851,112228,215696,172212,43483,72658,63140,9518,624199,161501,91960,302521,589607,796648,102233,2132380,2126262,1627514,457783,757,40208,6118,4964193,39922939
1991:Q4,GenX,358647,198075,106925,91150,160572,50130,2819,13311,9757,3554,0,0,0,16762,9958,1095,8107,28233,22644,7514,136365,135989,62908,72390,26,664,377,222282,7933834
1991:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q1,Silent,19181547,5852045,4721614,1130431,13329503,2282201,334286,1003608,826974,176635,376267,246846,129420,2203005,258786,339251,585469,3571531,2222282,152817,1408892,1399393,999172,273764,1184,125272,9499,17772655,47030249
1992:Q1,BabyBoom,7099807,3460145,2557711,902434,3639662,547767,125072,224778,181416,43362,57942,48518,9425,590315,164460,91769,298351,642852,791939,104417,2124050,2117952,1635355,444486,867,37244,6098,4975757,40038735
1992:Q1,GenX,369455,214560,115221,99339,154895,43402,3893,14962,10661,4301,0,0,0,10366,11141,893,5694,33392,22881,8270,150086,149678,73748,75103,37,789,408,219369,8363508
1992:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q2,Silent,19249791,5873596,4744662,1128934,13376195,2257970,321901,989700,809591,180109,379990,252086,127903,2219751,260738,345377,596200,3634370,2216107,154092,1421111,1411664,1014697,268653,1536,126778,9447,17828680,46701537
1992:Q2,BabyBoom,7183293,3498335,2582167,916168,3684957,542568,119554,217844,175704,42140,61024,51688,9336,584175,166104,97140,303986,694502,791217,106844,2136304,2130209,1643693,442855,1079,42582,6095,5046989,40160909
1992:Q2,GenX,379613,229344,121225,108119,150269,46208,2826,16957,11866,5091,27,0,27,6917,12173,1135,5729,25662,23512,9123,165028,164581,82854,80824,59,844,447,214585,8812171
1992:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q3,Silent,19413401,5888080,4747636,1140445,13525321,2241929,314523,995931,823802,172130,383557,257332,126224,2291682,264637,351437,611609,3697383,2217242,155390,1430183,1420769,1026298,266005,927,127539,9414,17983218,46350486
1992:Q3,BabyBoom,7432440,3595599,2677012,918586,3836841,548368,118668,225499,186812,38687,58966,49721,9245,638741,170375,100993,320730,746201,798912,109388,2175380,2169266,1678556,446779,625,43306,6114,5257059,40288723
1992:Q3,GenX,412906,252033,139340,112693,160873,51253,2191,18769,12934,5835,217,32,185,12154,13753,1254,9119,16895,25216,10052,181660,181165,91024,89149,41,951,495,231246,9278273
1992:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992:Q4,Silent,19603882,5879062,4735132,1143930,13724821,2238129,312116,999954,823024,176930,389533,266718,122815,2477493,264793,352409,612427,3717201,2205000,155765,1431954,1422651,1025358,266786,1308,129198,9303,18171928,45979805
1992:Q4,BabyBoom,7847723,3686399,2759637,926762,4161324,578192,107233,225041,184615,40426,56502,46039,10463,801850,176634,119748,349471,832860,801669,112124,2219657,2213409,1709864,460412,934,42200,6249,5628066,40421283
1992:Q4,GenX,478255,280211,157434,122777,198045,57707,914,18858,12898,5960,320,148,172,33001,15914,2297,12196,22156,23596,11086,204964,204406,105680,97571,69,1085,558,273292,9760183
1992:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q1,Silent,19702706,5875644,4756528,1119116,13827062,2196195,320632,1018266,808968,209299,396253,276688,119565,2554072,264611,353502,619261,3735632,2213040,155596,1415594,1406392,1016825,255712,2155,131700,9201,18287113,45593293
1993:Q1,BabyBoom,8040640,3705484,2757817,947667,4335156,554526,106833,222766,175685,47081,69393,57690,11703,852630,182696,130953,391607,879746,829424,114579,2227939,2221542,1720802,451897,1623,47219,6397,5812701,40557081
1993:Q1,GenX,512362,295591,155761,139831,216771,53181,1102,19340,12967,6373,178,29,149,37232,18194,2684,20114,27236,25397,12113,218653,218023,117077,99653,137,1157,630,293709,10255951
1993:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q2,Silent,19768878,5890100,4761692,1128408,13878778,2178352,321426,1009439,781554,227885,403832,287600,116232,2599383,264686,354580,618801,3753890,2219351,155040,1412223,1403127,1015054,252827,1930,133315,9096,18356655,45195024
1993:Q2,BabyBoom,8281219,3805845,2848898,956948,4475374,564338,97878,212284,160928,51355,80070,67107,12963,873030,189285,142692,415786,926821,856351,116840,2272289,2265744,1759233,458982,1547,45982,6545,6008931,40694454
1993:Q2,GenX,551387,320588,169497,151090,230799,55408,0,19636,13132,6504,129,0,129,36449,20745,3150,22387,32733,27017,13146,243070,242363,134059,106853,141,1311,707,308317,10763548
1993:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q3,Silent,19901457,5904349,4764593,1139755,13997108,2165107,324557,1007465,755240,252225,407854,295014,112840,2694539,264812,355493,619821,3772107,2230272,155082,1407992,1399005,1007487,253207,2203,136108,8987,18493465,44789070
1993:Q3,BabyBoom,8588942,3910401,2945792,964608,4678542,580821,91507,204610,147919,56691,73003,58762,14241,945727,196110,158103,442846,975933,890343,119540,2337468,2330775,1802671,472681,1871,53551,6693,6251474,40831741
1993:Q3,GenX,607565,347338,185634,161703,260227,59154,0,19861,13255,6606,248,137,111,44690,23517,4039,25899,38690,29792,14338,267490,266702,148374,116779,187,1361,788,340075,11280946
1993:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993:Q4,Silent,20076992,5923548,4778657,1144891,14153444,2146450,333754,1050527,758158,292369,412669,303229,109440,2788595,264869,356824,618466,3790236,2237092,153961,1410013,1401137,1001561,258835,2185,138557,8875,18666979,44379506
1993:Q4,BabyBoom,8885927,4008378,3027766,980612,4877549,588766,91529,213118,148255,64863,72589,57053,15536,1018643,202982,165010,463354,1019855,920201,121502,2397758,2390917,1833257,496985,1971,58704,6841,6488169,40967279
1993:Q4,GenX,661661,377064,200320,176744,284597,60899,0,20002,13176,6826,329,235,94,53449,26474,4034,27178,44994,31845,15394,297741,296866,164859,130349,213,1446,875,363920,11806113
1993:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q1,Silent,20121415,5947430,4814531,1132899,14173985,2123229,344971,1104401,795915,308486,417406,311228,106177,2734958,263478,358304,614421,3808565,2250700,153554,1393361,1384593,989467,251920,2965,140241,8768,18728054,43970405
1994:Q1,BabyBoom,8991129,4063107,3064560,998547,4928023,588605,93813,233213,164326,68887,72633,55782,16851,935493,208063,170598,476287,1065429,959934,123954,2427474,2420481,1863335,496034,2824,58288,6993,6563655,41099405
1994:Q1,GenX,672918,397990,203278,194712,274927,60464,0,19284,12683,6601,397,331,66,32050,29184,3858,25544,51762,35762,16623,315993,315024,177151,135922,338,1613,968,356925,12337021
1994:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q2,Silent,20210261,5977261,4840936,1136325,14232999,2094640,347167,1165746,840805,324941,419840,317075,102766,2719371,262308,360171,616068,3827165,2267873,152651,1395202,1386540,985871,254805,3841,142023,8662,18815058,43565840
1994:Q2,BabyBoom,9149052,4149839,3136873,1012966,4999213,577938,85691,258162,185137,73025,66952,48779,18172,884184,213461,171010,502607,1107832,1005302,126075,2476480,2469334,1891904,515193,3854,58382,7147,6672572,41226457
1994:Q2,GenX,694974,422977,212654,210323,271998,56918,0,17987,11740,6247,587,539,48,14452,32116,3023,29233,58911,40960,17811,349287,348219,197341,148582,512,1784,1068,345688,12871640
1994:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q3,Silent,20305765,5966810,4817504,1149306,14338955,2082494,356778,1182000,848378,333622,422538,323216,99322,2770200,265198,361809,621021,3846295,2277809,152814,1396519,1387966,981351,259042,3968,143605,8553,18909246,43169886
1994:Q3,BabyBoom,9438906,4260968,3237258,1023710,5177938,593297,85927,263360,187529,75831,63641,44142,19499,908784,224189,177999,536748,1153410,1041680,128903,2528103,2520808,1922468,537650,4222,56469,7295,6910803,41346772
1994:Q3,GenX,758142,462376,238879,223497,295766,60094,0,16892,11292,5600,747,715,33,11783,36550,2937,36481,66551,44483,19248,384754,383584,217725,163261,601,1996,1170,373388,13407942
1994:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994:Q4,Silent,20400321,5934599,4782075,1152524,14465722,2069027,370971,1282081,919328,362752,424972,329477,95495,2771173,263484,364141,614211,3866033,2287266,152364,1405308,1396864,977856,267792,4853,146363,8444,18995014,42786615
1994:Q4,BabyBoom,9626372,4345543,3311631,1033913,5280829,605350,91863,307413,225109,82303,61548,40748,20800,870998,228828,175323,539301,1191273,1077643,131289,2596297,2588855,1948592,570547,5432,64285,7441,7030076,41458689
1994:Q4,GenX,798031,505790,268091,237699,292240,62357,312,14020,8836,5183,925,875,50,0,39627,1573,30365,74476,47977,20609,427014,425737,239995,182829,850,2062,1277,371017,13943896
1994:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q1,Silent,20523372,5908660,4751701,1156960,14614712,2063809,384100,1264916,888929,375987,428564,336451,92113,2886703,264282,365926,623688,3886759,2292293,153673,1390887,1382537,967109,262464,5240,147724,8350,19132485,42420100
1995:Q1,BabyBoom,9967803,4420831,3371846,1048985,5546972,630959,97270,291421,205452,85969,61769,39645,22124,974772,236678,185088,583580,1243226,1107374,134836,2615830,2608232,1970300,572025,6194,59714,7598,7351972,41560544
1995:Q1,GenX,884532,546408,291656,254752,338124,68695,1647,13701,9421,4280,1031,997,34,9358,43704,1782,42682,83083,50061,22379,449860,448465,255027,190057,1043,2338,1395,434672,14477472
1995:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q2,Silent,20658471,5862073,4692824,1169249,14796398,2063603,400294,1250293,882133,368160,431239,342536,88703,3005393,266291,367111,632510,3925522,2299156,154986,1388162,1379901,958709,265377,6142,149673,8261,19270309,42074416
1995:Q2,BabyBoom,10393517,4529371,3478255,1051115,5864146,664621,106951,285487,199601,85886,60144,36707,23436,1084314,245987,206008,625693,1307556,1139047,138337,2674627,2666873,2007829,591798,7619,59627,7754,7718889,41650675
1995:Q2,GenX,975500,601196,337228,263968,374304,77850,3927,11778,9188,2590,1184,1162,22,27100,48366,3562,54821,68965,52546,24203,483718,482200,272298,205951,1401,2549,1518,491782,15006643
1995:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q3,Silent,20748551,5718476,4543254,1175222,15030074,2050553,410774,1271369,878291,393078,433518,348208,85309,3151616,265874,368942,645303,3966686,2312957,152484,1393397,1385222,955638,270048,6910,152626,8175,19355153,41753636
1995:Q3,BabyBoom,10723676,4538466,3483640,1054826,6185210,673328,108526,286897,195287,91611,57948,33216,24732,1224267,251870,219071,678281,1366271,1179643,139108,2740050,2732144,2038968,615641,8995,68539,7906,7983626,41727420
1995:Q3,GenX,1075845,661219,386243,274976,414626,79399,4666,10369,8840,1529,1357,1345,12,53493,52252,4325,72853,53391,57323,25197,525684,524038,295733,223909,1792,2604,1646,550161,15529378
1995:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995:Q4,Silent,21026725,5738831,4561729,1177102,15287894,2041811,425312,1308763,874337,434426,444599,360082,84517,3313412,263126,371035,660711,3998775,2307888,152463,1407764,1399717,952294,282743,9287,155392,8048,19618961,41460467
1995:Q4,BabyBoom,11140324,4599963,3530758,1069205,6540361,695000,119164,301218,198532,102685,64934,41234,23700,1370773,263311,225151,726493,1411720,1221138,141459,2787352,2779184,2064334,639216,12602,63033,8169,8352972,41789886
1995:Q4,GenX,1155261,679760,396762,282999,475500,86045,5265,13472,9940,3532,2540,2524,16,81569,53768,4905,78274,55866,67495,26302,557342,555636,303880,246202,2541,3013,1706,597919,16044046
1995:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q1,Silent,21220977,5798483,4617937,1180545,15422494,2045599,448842,1277193,837239,439954,452272,368634,83638,3410224,258517,373309,675253,4032618,2297505,151161,1410914,1402993,955059,281116,6266,160552,7920,19810063,41192149
1996:Q1,BabyBoom,11454423,4654964,3566751,1088213,6799460,735373,143718,291874,184712,107162,65021,42393,22628,1439759,272023,231547,773440,1450340,1253544,142822,2831103,2822681,2105116,628861,9358,79346,8422,8623320,41840260
1996:Q1,GenX,1223076,699659,405974,293685,523417,99422,8959,16532,12070,4463,4103,4068,35,90609,54406,5562,82788,58196,75766,27074,577278,575517,318684,252230,1588,3015,1761,645798,16550614
1996:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q2,Silent,21444348,5838912,4653421,1185491,15605436,2031813,450296,1323646,866779,456868,456152,373475,82677,3517030,255462,375901,685674,4068075,2291316,150070,1430266,1422462,961829,288469,8372,163791,7804,20014082,40944558
1996:Q2,BabyBoom,11736608,4723345,3627199,1096146,7013262,742060,135115,317919,204287,113632,52184,30662,21522,1518462,282549,236069,807618,1486755,1290275,144257,2870723,2862044,2131781,639696,12948,77619,8679,8865885,41881500
1996:Q2,GenX,1266157,717367,420188,297179,548791,101620,5124,17987,12251,5736,6271,6204,67,102573,55532,5954,79707,60485,85678,27861,614432,612613,338598,268414,2229,3373,1819,651725,17049448
1996:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q3,Silent,21569191,5880067,4687794,1192272,15689124,2026079,462994,1317746,882451,435295,461931,380243,81688,3549194,254886,378780,698281,4104984,2284098,150149,1449176,1441485,969881,295536,9021,167047,7690,20120015,40713566
1996:Q3,BabyBoom,11953698,4791412,3682039,1109373,7162285,760349,143671,330163,217265,112898,40921,20529,20392,1511903,296069,238726,849424,1520083,1324517,146457,2908049,2899117,2159286,649788,14634,75409,8931,9045649,41916562
1996:Q3,GenX,1304419,741789,438259,303530,562630,108016,5057,18741,12828,5913,8752,8644,109,91409,57619,6052,80030,62702,95325,28926,652775,650901,360195,284523,2426,3757,1874,651643,17540912
1996:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996:Q4,Silent,21834666,5906893,4719535,1187358,15927774,2015127,478280,1327338,899464,427874,474141,393421,80720,3675950,254768,383866,730821,4143225,2294392,149866,1464596,1457018,974374,304785,6786,171074,7578,20370070,40495050
1996:Q4,BabyBoom,12323445,4830140,3703786,1126354,7493304,768152,157124,346003,231305,114698,63134,43888,19246,1611511,309994,206221,968018,1534380,1380395,148372,2953748,2944568,2187833,665022,11892,79821,9180,9369697,41948403
1996:Q4,GenX,1430470,780001,465784,314217,650469,110761,6160,19868,13361,6508,10479,10326,153,109541,59864,303,127468,64416,111726,29883,688123,686196,376424,304072,1684,4016,1927,742347,18025372
1996:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q1,Silent,21873264,5931817,4741418,1190398,15941447,2007855,496676,1213903,850438,363465,478807,399251,79556,3726374,253086,386660,736356,4182464,2309334,149932,1470233,1462813,978152,300372,9316,174973,7421,20403031,40284882
1997:Q1,BabyBoom,12499214,4878985,3735767,1143218,7620229,780643,176677,314841,208611,106230,42673,24604,18068,1624158,321857,213339,987408,1567630,1440482,150522,2961084,2951699,2203590,648722,16662,82726,9385,9538130,41979981
1997:Q1,GenX,1475942,809831,486403,323428,666111,115272,8887,21473,16110,5363,14012,13788,224,102964,61371,992,113652,66625,129936,30927,705526,703580,391707,305082,2474,4317,1946,770416,18503192
1997:Q1,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q2,Silent,22365435,5968681,4774697,1193985,16396754,2003298,500439,1215709,840635,375074,487153,408323,78831,4095413,253575,388151,765622,4222464,2314851,150079,1486367,1479099,984278,305181,10297,179343,7268,20879068,40078938
1997:Q2,BabyBoom,13211310,4951585,3802744,1148841,8259725,796360,169372,318778,207518,111260,45130,28217,16913,1986271,336400,245376,1105352,1615803,1488141,152742,3002223,2992629,2229920,654102,19090,89518,9593,10209088,42014252
1997:Q2,GenX,1687324,841867,517728,324139,845456,121072,4233,24113,17554,6559,17062,16810,252,198176,63844,6045,164699,69257,144963,31993,738434,736470,410389,318755,2784,4542,1964,948890,18974739
1997:Q2,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q3,Silent,22719067,5988633,4785871,1202762,16730434,2001835,514718,1219479,826810,392670,495058,416837,78221,4326203,253907,390151,788720,4263084,2326028,151250,1505238,1498121,997339,310623,5674,184485,7118,21213829,39873091
1997:Q3,BabyBoom,13754746,5031166,3871207,1159959,8723580,816048,182305,321749,204340,117409,33678,17927,15752,2191516,350773,267746,1204270,1657509,1542259,155726,3056678,3046873,2271506,661394,11610,102364,9805,10698068,42054173
1997:Q3,GenX,1863142,883514,556240,327274,979628,128490,4984,27040,19088,7952,21183,20912,270,249262,66256,9604,205388,71722,162333,33366,782100,780119,440436,333789,1257,4638,1980,1081043,19440377
1997:Q3,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997:Q4,Silent,22959926,6034121,4836912,1197210,16925805,2005889,529358,1231594,859808,371787,502463,425221,77242,4408071,250782,393950,792367,4304137,2357541,149652,1526919,1519948,1004227,318484,9204,188033,6970,21433008,39663217
1997:Q4,BabyBoom,14061065,5092724,3911896,1180828,8968341,843545,196697,342489,225885,116604,40055,25503,14553,2243803,361042,261990,1221714,1680830,1619375,156801,3084791,3074769,2279739,674064,18873,102092,10022,10976274,42102702
1997:Q4,GenX,1933864,921405,581481,339924,1012459,139098,6118,27693,19533,8160,24904,24570,334,256582,66994,8144,188269,73652,187083,33921,823359,821363,462392,351616,2314,5041,1996,1110505,19900472
1997:Q4,Millennial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998:Q1,Silent,23516909,6079317,4876737,1202580,17437592,1993511,551796,1229011,824523,404488,508571,432455,76117,4843300,249185,395527,819045,4344942,2353565,149138,1536445,1529670,1013782,313775,9873,192239,6775,21980464,39445189
1998:Q1,BabyBoom,14900191,5195868,4002208,1193660,9704323,846035,227790,336771,211130,125641,53399,40063,13336,2656775,373392,291018,1347482,1755978,1656953,158729,3095292,3085090,2297957,658845,20958,107330,10201,11804900,42162795
